lemma,pos,synonyms,hypernyms
robinson,NNP,edward g. robinson|edward goldenberg robinson|edwin arlington robinson|esme stuart lennox robinson|jack roosevelt robinson|jackie robinson|james harvey robinson|lennox robinson|ray robinson|robert robinson|robinson|sir robert robinson|sugar ray robinson|walker smith,
ultimate,JJ,ultimate,
accolade,NN,accolade|award|honor|honour|laurels,symbol
designate,VBN,assign|delegate|denominate|depute|designate|destine|doom|fate|indicate|intend|point|show|specify,appoint|charge|inform|ordain|plan
culture,NNP,acculturation|civilisation|civilization|cultivation|culture|finish|polish|refinement,society|taste|appreciation|discernment|perceptiveness|content|cognitive content|mental object|growth|growing|maturation|development|ontogeny|ontogenesis|perfection|flawlessness|ne plus ultra|attitude|mental attitude|cultivation
fastest,JJS,,NA
grow,VBG,acquire|arise|develop|farm|get|grow|maturate|mature|originate|produce|raise|rise|spring up|turn|uprise,change|increase|develop|make grow|become|cultivate
economy,NN,economic system|economy|saving|thriftiness,system|scheme|efficiency|frugality|frugalness|action
self-assured,JJ,self-assured|self-confident,
much,RB,a good deal|a great deal|a lot|lots|much|often|practically|very much,NA
edinburgh,NNP,edinburgh,
grow,VBD,acquire|arise|develop|farm|get|grow|maturate|mature|originate|produce|raise|rise|spring up|turn|uprise,change|increase|develop|make grow|become|cultivate
up,RB,up|upward|upwardly|upwards,NA
steep,JJ,exorbitant|extortionate|outrageous|steep|unconscionable|usurious,
ragged,JJ,ragged,
cliff,NN,cliff|drop|drop-off,geological formation|formation
rock,NNP,careen|john rock|rock|rock|rock 'n' roll|rock and roll|rock candy|rock music|rock-and-roll|rock'n'roll|stone|sway|tilt,natural object|material|stuff|good person|candy|confect|popular music|popular music genre|lurch|pitch|pitching
easily,RB,easily|easy|well,NA
defend,VBD,champion|defend|fend for|fight|fight back|fight down|guard|hold|maintain|oppose|represent|support,argue|reason|prevent|keep|protect|contend|fight|struggle|back|endorse|indorse|plump for|plunk for|support|affirm
summit,NN,acme|crest|crown|elevation|height|meridian|peak|pinnacle|summit|summit meeting|superlative|tip|tiptop|top,degree|level|stage|point|topographic point|place|spot|meeting|group meeting
archaeological,NNP,,NA
excavation,NNS,archeological site|dig|digging|excavation|mining,creating by removal|site|land site|artifact|artefact|production
reveal,VBN,break|bring out|disclose|discover|divulge|expose|give away|let on|let out|reveal|uncover|unveil|unwrap,show|tell|unwrap|disclose|let on|bring out|reveal|discover|expose|divulge|break|give away|let out|uncover
evidence,NN,evidence|grounds,information|indication|indicant|info
habitation,NN,abode|domicile|dwelling|dwelling house|habitation|home|inhabitancy|inhabitation,habitat|home ground|housing|lodging|living accommodations|occupancy|tenancy
here,RB,here|hither,NA
long,RB,long,NA
ago,RB,ago,NA
little,JJ,fiddling|footling|lilliputian|little|little(a)|minuscule|niggling|petty|picayune|piddling|piffling|short|slight|small|trivial,
inhabitant,NNS,denizen|dweller|habitant|indweller|inhabitant,person|individual|someone|somebody|mortal|soul
occupation,NN,business|job|line|line of work|military control|moving in|occupancy|occupation,activity|social control|acquiring|getting|time period|period of time|period
macalpin,NNP,,NA
few,JJ,few,
shadowy,JJ,dim|faint|shadowed|shadowy|shady|umbrageous|vague|wispy|wraithlike,
detail,NNS,contingent|detail|item|particular|point,fact|part|portion|component part|component|constituent|discussion|treatment|discourse|gang|crew|work party|military unit|military force|military group|force
epic,NN,epic|epic poem|epos|heroic poem,poem|verse form
seventh,JJ,7th|seventh,
invade,VBD,encroach upon|infest|intrude on|invade|obtrude upon|occupy|overrun,attack|assail|enter|come in|get into|get in|go into|go in|move into|inhabit|interpenetrate|permeate
scotland,NNP,scotland,
–,NN,,NA
meet,VBD,adjoin|assemble|come across|conform to|contact|converge|encounter|fill|fit|foregather|forgather|fulfil|fulfill|gather|get together|meet|play|receive|run across|run into|satisfy|see|suffer|take on|touch,NA
fierce,JJ,boisterous|bowelless|cutthroat|ferocious|fierce|furious|rough|savage|tearing|trigger-happy|vehement|violent,
group,NN,chemical group|group|grouping|mathematical group|radical,abstraction|abstract entity|unit|building block|set
call,VBD,address|anticipate|be known as|bid|call|call in|call off|call up|cry|forebode|foretell|holler|hollo|know as|name|phone|predict|prognosticate|promise|ring|scream|send for|shout|shout out|squall|telephone|visit|yell,label|telecommunicate|utter|emit|let out|let loose|order|tell|enjoin|say|meet|get together|request|ask for|bespeak|call for|quest|read|postpone|prorogue|hold over|put over|table|shelve|set back|defer|remit|put off|address|turn to|stop|stop over|demand|exact|play|indicate|guess|venture|pretend|hazard|ask|require|expect|challenge|dispute|gainsay|declare|adjudge|hold|entice|lure|tempt|see|consider|reckon|view|regard|awaken|wake|waken|rouse|wake up|arouse
pict,NNP,,NA
consolidated,JJ,amalgamate|amalgamated|coalesced|consolidated|fused,
gain,NNS,addition|amplification|gain|increase|profit,indefinite quantity|advantage|vantage|increase|increment|sum|sum of money|amount|amount of money
build,VBG,build|build up|construct|establish|make|progress|ramp up|work up,make|create|develop|better|improve|amend|ameliorate|meliorate|oversee|supervise|superintend|manage|establish|base|ground|found|increase|intensify|deepen
antonine,NNP,,NA
wall,NNP,bulwark|paries|rampart|wall,partition|divider|object|physical object|stratum|difficulty|geological formation|formation|layer|bed|fence|fencing|embankment
waist,NN,shank|waist|waistline,area|region|part|portion
firth,NNP,firth|firth|j. r. firth|john rupert firth,estuary
forth,NNP,forth|forth river,
river,NNP,river,stream|watercourse
clyde,NNP,clyde,
roman,JJ,papist|papistic|papistical|popish|r.c.|roman|roman catholic|romanic|romanist|romish,
legion,NNS,horde|host|legion,army|regular army|ground forces|association|military unit|military force|military group|force|multitude|throng|concourse
encounter,VBD,bump|chance|come across|encounter|find|happen|meet|play|receive|run across|run into|see|take on,be|have|experience
stronghold,NNS,fastness|stronghold,defensive structure|defense|defence
seat,NNP,arse|ass|backside|behind|bottom|bum|buns|butt|buttocks|can|derriere|fanny|fundament|hind end|hindquarters|keister|nates|place|posterior|prat|rear|rear end|rump|seat|stern|tail|tail end|tooshie|tush,space|body part|furniture|piece of furniture|article of furniture|support|center|centre|middle|heart|eye|location|legal right|part|portion|cloth covering
tribe,NN,clan|federation of tribes|folk|kin|kin group|kindred|kinship group|tribe,social group|nation|taxonomic group|taxonomic category|taxon
briton,NNP,brit|britisher|briton,european|celt|kelt
votadinus,NNP,,NA
little,NNP,little,small indefinite quantity|small indefinite amount
record,VBN,enter|put down|read|record|register|show|tape,save|preserve|record|enter|put down|indicate
ancestor,NNS,ancestor|antecedent|ascendant|ascendent|root,relative|relation
gododdin,NNP,,NA
feat,NNS,effort|exploit|feat,accomplishment|achievement
tell,VBN,assure|differentiate|distinguish|enjoin|evidence|narrate|order|recite|recount|say|secern|secernate|separate|severalise|severalize|state|tell|tell apart,express|verbalize|verbalise|utter|give tongue to|inform|request|guess|infer|affirm|verify|assert|avow|aver|swan|swear|identify|place
seventh-century,JJ,,NA
old,NNP,old,past|past times|yesteryear
welsh,NNP,cambrian|cymric|cymry|welsh|welsh black|welshman,european|brythonic|brittanic|cattle|cows|kine|oxen|bos taurus
manuscript,NN,holograph|manuscript|ms,writing|written material|piece of writing|autograph
din,NNP,blare|blaring|cacophony|clamor|commotion|din|ruckus|ruction|rumpus|tumult,noise|disturbance
eidyn,NNP,,NA
fort,NNP,fort|fortress|garrison,military post|post|defensive structure|defense|defence
almost,RB,about|almost|most|near|nearly|nigh|virtually|well-nigh,NA
certainly,RB,certainly|for certain|for sure|sure|sure as shooting|sure enough|surely,
life,NNS,aliveness|animation|biography|life|life history|life sentence|life story|life-time|lifespan|lifetime|liveliness|living|spirit|sprightliness,being|beingness|existence|face of the earth|experience|time period|period of time|period|person|individual|someone|somebody|mortal|soul|animation|spiritedness|invigoration|brio|vivification|living thing|animate thing|organic phenomenon|history|account|chronicle|story|motivation|motive|need|prison term|sentence|time
edin-,NNP,,NA
angle,NNP,angle|angle|slant,space|point of view|viewpoint|stand|standpoint|european
part,NN,character|component|component part|constituent|contribution|division|function|office|part|parting|percentage|persona|piece|portion|region|role|section|share|theatrical role|voice,relation|object|physical object|thing|concern|location|duty|portrayal|characterization|enactment|personation|assets|concept|conception|construct|line|tune|melody|air|strain|melodic line|melodic phrase|attempt|effort|endeavor|endeavour|try|item
anglian,JJ,,NA
northumbrium,NNP,,NA
hand,NNS,bridge player|deal|hand|handwriting|helping hand|hired hand|hired man|manus|mitt|paw|script,extremity|laborer|manual laborer|labourer|jack|writing|ability|power|side|collection|aggregation|accumulation|assemblage|pointer|handbreadth|handsbreadth|sailor|crewman|card player|applause|hand clapping|clapping|forepaw|aid|assist|assistance|help
north,NN,compass north|due north|frederick north|magnetic north|n|north|north|northward|second earl of guilford|union,cardinal compass point|location|direction
south,NN,confederacy|confederate states|confederate states of america|dixie|dixieland|due south|s|south|south|southward,cardinal compass point|location|direction
distinct,JJ,clear-cut|decided|discrete|distinct|distinguishable|trenchant,
once,RB,at one time|erst|erstwhile|formerly|in one case|once|one time,NA
southwest,JJS,southwest|southwesterly|southwestern,
southeast,NN,se|sou'-east|southeast|southeast|southeastern united states|southeastward,compass point|point|direction|location
scot,NNP,scot|scotchman|scotsman,european
gaelic-speaking,NNP,,NA
immigrant,NNS,immigrant,migrant|migrator
kenneth,NNP,,NA
rule,VBD,decree|dominate|find|govern|harness|predominate|prevail|reign|rein|rule,control|command|decide|make up one's mind|determine|pronounce|label|judge|attach to|accompany|come with|go with|draw|restrain|keep|keep back|hold back
dunadd,NNP,,NA
acquire,VBD,acquire|adopt|assume|develop|evolve|gain|get|grow|larn|learn|produce|take|take on|win,change|situate|locate|get|acquire
pictish,NNP,,NA
unit,VBG,,NA
move,VBD,act|actuate|affect|be active|displace|go|impress|incite|locomote|make a motion|motivate|move|proceed|prompt|propel|run|strike|travel,act|move|change|alter|vary|cause|do|make|affect|impress|strike|sell|live|propose|suggest|advise
stone,NNP,edward durell stone|endocarp|gem|gemstone|harlan f. stone|harlan fisk stone|harlan fiske stone|harlan stone|i. f. stone|isidor feinstein stone|lucy stone|oliver stone|pit|rock|stone|stone,natural object|building material|material|stuff|crystal|avoirdupois unit|pericarp|seed vessel|coldness|coolness|frigidity|frigidness|iciness|chilliness
destiny,NNP,circumstances|destiny|fate|fortune|lot|luck|portion,happening|occurrence|occurrent|natural event|causal agent|cause|causal agency|condition
scottish,NNP,scots|scots english|scottish,english|english language
crown,VBN,coronate|crown|top,invest|vest|enthrone|culminate|climax|head|cover
sacred,JJ,consecrated|hallowed|sacred|sanctified,
scone,NNP,scone,quick bread
close,RB,close|closely|near|nigh|tight,NA
perth,NNP,perth,
great-great-great-grandson,JJ,,NA
malcolm,NNP,,NA
defeat,VBD,defeat|get the better of|kill|overcome|shoot down|vote down|vote out,veto|blackball|negative
carham,NNP,,NA
extend,VBN,broaden|carry|continue|cover|draw out|expand|exsert|extend|gallop|go|hold out|lead|offer|pass|poke out|prolong|protract|put out|reach out|run|strain|stretch|stretch forth|stretch out|unfold|widen,increase|be|supply|provide|render|furnish|gesticulate|gesture|motion|give|pay|tense|strain|tense up|change|alter|modify|lengthen|change shape|change form|deform|ride|sit|straighten|straighten out|use|utilize|utilise|apply|employ|prolong|protract|extend|draw out|continue
